guidance_title,source_pdf
5324.12 Sexually Abusive Behavior Prevention and Intervention Program,https://www.bop.gov/policy/progstat/5324_012.pdf
"5521.06   Searches of Housing Units, Inmates, and Inmate Work Areas",https://www.bop.gov/policy/progstat/5521_006.pdf
ADA Update: A Primer for State and Local Governments ,https://www.ada.gov/regs2010/titleII_2010/title_ii_primer.html
California-May2015-Open Letter-Guidance for Completing ATF Forms 4473 while Complying with California DOJ DROS DES Transaction Procedures.,https://www.atf.gov/file/86551/download
Kentucky-May2015-Open Letter-Guidance on Alternative Permit Porcedures that Comply with the Brady Handgun Violence Protection Act,https://www.atf.gov/file/86661/download
Prescribed Requisites of Computerized A&D Software,https://www.atf.gov/file/61816/download
"ATF Guidebook - Importation & Verification of Firearms, Ammunition, and Implements of War",https://www.atf.gov/file/61771/download
Flyer-Requirements for Explosive Pest Control Devices,https://www.atf.gov/file/62006/download
BJA Unmanned Aircraft System Requirements - ,https://www.bja.gov/Publications/BJA-UAS-Guidance.pdf
Q&As on Multiple Sales of Certain Rifles ,https://www.atf.gov/file/5276/download
5140.43 Unescorted Transfers and Voluntary Surrenders,https://www.bop.gov/policy/progstat/5140_043.pdf
"April 15, 2015 IER Technical Assistance Letter on use of E-Verify",https://www.justice.gov/sites/default/files/crt/legacy/2015/04/16/184.pdf
5140.41 Civil Contempt of Court Commitments ,https://www.bop.gov/policy/progstat/5140_041.pdf
"5800.17 Inmate Central File, Privacy Folder, and Parole Mini-files",https://www.bop.gov/policy/progstat/5800_017.pdf
Louisiana-Apr2015-Open Letter-Louisiana's Concealed Handgun Permit Qualifies as Alternative to to NICS Check,https://www.atf.gov/file/11481/download
5214.02 Communications Management Units,https://www.bop.gov/policy/progstat/5214_002.pdf
5522.02 Ion Spectrometry Device Program,https://www.bop.gov/policy/progstat/5522_002.pdf
Federal Firearms Licensees Newsletter - April 2015,https://www.atf.gov/file/11691/download
FAQs on Civil Rights Data Collection,https://www.justice.gov/crt/frequently-asked-questions-data-collection
5875.13 Transfer of Inmates to State Agents for Production on State Writs,https://www.bop.gov/policy/progstat/5875_013.pdf
Houston Field Division-Open letter on covering FFL Burglaries,https://www.atf.gov/file/22071/download
"January 8, 2015 IER Technical Assistance Letter on documentation",https://www.justice.gov/sites/default/files/crt/legacy/2015/01/21/183.pdf
1640.05 Smoking/No Smoking Areas,https://www.bop.gov/policy/progstat/1640_005.pdf
DCL on English Learner Students and Limited English Proficient Parents,https://www.justice.gov/sites/default/files/crt/legacy/2015/01/07/eldcleng.pdf
EL DCL General Fact Sheet,https://www2.ed.gov/about/offices/list/ocr/docs/dcl-factsheet-el-students-201501.pdf
LEP Parent Fact Sheet,https://www2.ed.gov/about/offices/list/ocr/docs/dcl-factsheet-lep-parents-201501.pdf
ATF Ruling 2015-1- Manufacturing and Gunsmithing,https://www.atf.gov/file/11711/download
Prison Rape Elimination Act Workbook Instructions,https://www.justice.gov/ovw/file/789921/download
Brochure- America's Security Begins With You,https://www.atf.gov/file/61946/download
Educational Rights of Students in Juvenile Justice Facilities,https://www.justice.gov/sites/default/files/crt/legacy/2014/12/19/cr_ltr_12-8-14.pdf
2014 OVW Financial Grants Mangement Guide,https://www.justice.gov/sites/default/files/ovw/pages/attachments/2014/12/17/ovw_2014_fgmg_final_1.pdf
States’ Olmstead Obligations When Implementing the New FLSA Rule ,https://www.ada.gov/olmstead/documents/doj_hhs_letter.pdf
Guidance for Requesting Marking Variances,https://www.atf.gov/file/11811/download
"Sample: Procedures for Responding to Discrimination Complaints from Clients, Customers, Program Participants or Consumers",https://www.ojp.gov/about/ocr/pdfs/Services%20Complaint%20Procedures.pdf
Sample: Procedures for Responding to Discrimination Complaints from Employees,https://www.ojp.gov/about/ocr/pdfs/Employment%20Complaint%20Procedures.pdf
"Name and Social Security Number (SSN) ""No-Matches"" Information for Employers (Dos and Don'ts)",https://www.justice.gov/crt/case-document/file/1138471/download
Explosives Industry Newsletter- December 2014,https://www.atf.gov/file/21986/download
Dear Colleague Letter:  Meeting the Communication Needs of Students  (PDF),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_ltr.pdf
Dear Colleague Letter:  Meeting the Communication Needs of Students  (HTML),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_ltr.htm
Dear Colleague Letter:  Meeting the Communication Needs of Students  (Spanish) ,https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_ltr_espanol.pdf
Fact Sheet: Meeting the Communication Needs of Students with Disabilities (PDF),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_fct_sht.pdf
Fact Sheet: Meeting the Communication Needs of Students with Disabilities (HTML),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_fact_sht.htm
Fact Sheet: Meeting the Communication Needs of Students with Disabilities (Spanish),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_fact_sht_espanol.pdf
FAQs on Effective Communication for Students in Public Schools (PDF),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_faqs.pdf
FAQs on Effective Communication for Students in Public Schools (HTML),https://www.ada.gov/doe_doj_eff_comm/doe_doj_eff_comm_faqs.htm
Solutions for Five Common ADA Access Problems at Polling Places,https://www.ada.gov/ada_voting/voting_solutions_ta/polling_place_solutions.htm
OVW Sexual Assault Services Formula Grant Program Frequently Asked Questions,https://www.justice.gov/sites/default/files/pages/attachments/2014/10/07/sasp-faq_final.pdf
2014 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2014AwardDocs/CTAS/2014_TRGP_GOM.pdf
2014 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2014AwardDocs/CPD/2014-CPD-AOM.pdf
2014 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2014AwardDocs/CHP/2014-CHP-GOM.pdf
2014 CAMP Award Owner's Manual,https://cops.usdoj.gov/pdf/2014AwardDocs/CAMP/2014_CAMP_GOM.pdf
The ADA and Other Federal Laws Protecting Voters with Disabilities,https://www.ada.gov/ada_voting/ada_voting_ta.htm
ATF Ruling 2014-1- Manufacturing/Inventory of Machineguns for LE and Military,https://www.atf.gov/file/11231/download
Brochure- Publication on Table of Distance Requirements (ATF P 5400.25),https://www.atf.gov/file/11246/download
5566.06 CN-1 Use of Force and Application of Restraints,https://www.bop.gov/policy/progstat/5566_006.pdf
"August 19, 2014 IER Technical Assistance Letter on requesting immigration status information",https://www.justice.gov/sites/default/files/crt/legacy/2014/08/27/182.pdf
5800.18 Receiving and Discharge Manual,https://www.bop.gov/policy/progstat/5800_018.pdf
JRJ Roles and Responsibilities,https://www.bja.gov/Funding/JRJ-Roles-and-Responsibilities.pdf
"July 30, 2014 IER Technical Assistance Letter on over-documentation",https://www.justice.gov/sites/default/files/crt/legacy/2014/08/04/181.pdf
Justification for Non-Competitive Procurement (Sole Source Justification),https://www.justice.gov/ovw/page/file/1251756/download
All FELs-Jun2014-Open Letter-Black Powder,https://www.atf.gov/file/22026/download
6010.05 Health Services Administration,https://www.bop.gov/policy/progstat/6010_005.pdf
West Virginia-Jun2014-Open Letter-West Virginia's Concealed Handgun Licenses (CHLs) as Alternative to NICS Checks,https://www.atf.gov/file/3386/download
6031.04 Patient Care,https://www.bop.gov/policy/progstat/6031_004.pdf
6190.04 Infectious Disease Management,https://www.bop.gov/policy/progstat/6190_004.pdf
"5110.17 Notification Requirements Upon Release of Sex Offenders, Violent Offenders, and Drug Traffickers",https://www.bop.gov/policy/progstat/5110_017.pdf
5322.13 Inmate Classification and Program Review,https://www.bop.gov/policy/progstat/5322_013.pdf
Fact Sheet on STOP Violence Against Women Formula Funds and Prison Rape Elimination Act Reducation/Reallocation,https://www.justice.gov/sites/default/files/ovw/legacy/2014/05/13/stop-prea-reallocation.pdf
DCL on School Enrollment,https://www.justice.gov/sites/default/files/crt/legacy/2014/05/08/plylerletter.pdf
Questions and Answers on School Enrollment,https://www.justice.gov/sites/default/files/crt/legacy/2014/05/08/plylerqa.pdf
Fact Sheet on the Rights of All Children to Enroll in School,https://www.justice.gov/sites/default/files/crt/legacy/2014/05/08/plylerfact.pdf
Federal Firearms Regulations Reference Guide - 2014 Edition (ATF P 5300.4),https://www.atf.gov/file/11241/download
"1330.15 CN-01 Commutation of Sentence, Petition for ",https://www.bop.gov/policy/progstat/1330_015.pdf
5310.16   Treatment and Care of Inmates With Mental Illness,https://www.bop.gov/policy/progstat/5310_16.pdf
"April 30, 2014 IER Technical Assistance Letter hiring student visa holders",https://www.justice.gov/sites/default/files/crt/legacy/2014/05/06/180.pdf
Department of Justice and Federal Trade Commission: Antitrust Policy Statement on Sharing of Cybersecurity Information,https://www.justice.gov/sites/default/files/atr/legacy/2014/04/10/305027.pdf
FAQ Nondiscrimination Grant Condition in the Violence Against Women Reauthorization Act of 2013,https://ojp.gov/about/ocr/pdfs/vawafaqs.pdf
Frequently Asked Questions: Nondiscrimination Grant Condition in the Violence Against Women Reauthorization Act of 2013,https://www.justice.gov/sites/default/files/ovw/legacy/2014/06/20/faqs-ngc-vawa.pdf
BJA FAQs re Mandatory Wear for BVP  ,https://ojp.gov/bvpbasi/docs/FAQsBVPMandatoryWearPolicy.pdf
IER-EEOC Immigrant Worker Flyer (English),https://www.justice.gov/crt/case-document/file/1138451/download
IER-EEOC Immigrant Worker Flyer  (Arabic),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Arabic.pdf
IER-EEOC Immigrant Worker Flyer  (Bosnian),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Bosnian.pdf
IER-EEOC Immigrant Worker Flyer (Chinese),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Chinese.pdf
IER-EEOC Immigrant Worker Flyer (Farsi),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Farsi.pdf
IER-EEOC Immigrant Worker Flyer (Filipino),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Filipino.pdf
IER-EEOC Immigrant Worker Flyer (French),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_French.pdf
IER-EEOC Immigrant Worker Flyer (Haitian Creole),https://www.justice.gov/sites/default/files/crt/legacy/2015/03/20/OSC-EEOC_HaitianCreole.pdf
IER-EEOC Immigrant Worker Flyer (Hindi),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Hindi.pdf
IER-EEOC Immigrant Worker Flyer (Hmong),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Hmong.pdf
IER-EEOC Immigrant Worker Flyer (Korean),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/23/OSC-EEOC_Korean.pdf
IER-EEOC Immigrant Worker Flyer (Punjabi),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Punjabi.pdf
IER-EEOC Immigrant Worker Flyer (Russian),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Russian.pdf
IER-EEOC Immigrant Worker Flyer (Spanish),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Spanish.pdf
IER-EEOC Immigrant Worker Flyer (Tagalog),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Tagalog.pdf
IER-EEOC Immigrant Worker Flyer (Urdu),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Urdu.pdf
IER-EEOC Immigrant Worker Flyer (Vietnamese),https://www.justice.gov/sites/default/files/crt/legacy/2014/04/18/OSC-EEOC_Vietnamese.pdf
"Employment Eligibility Requirements for Asylees, Refugees, and other Populations Served by ORR",https://www.justice.gov/crt/case-document/file/1223176/download
All FFLs-Open Letter- Online Scames Using Fraudulent FFLs,https://www.atf.gov/file/11676/download
Deferred Action for Childhood Arrivals Flyer (English),https://www.justice.gov/crt/case-document/file/1152831/download
Deferred Action for Childhood Arrivals Flyer (Spanish),https://www.justice.gov/crt/case-document/file/1152836/download
Language Access Planning and Technical Assistance for Courts,https://www.lep.gov/resources/courts/022814_Planning_Tool/February_2014_Language_Access_Planning_and_Technical_Assistance_Tool_for_Courts_508_Version.pdf
5803.08 Progress Reports,https://www.bop.gov/policy/progstat/5800_018.pdf
"February 7, 2014 IER Technical Assistance Letter on acceptable documentation",https://www.justice.gov/sites/default/files/crt/legacy/2014/02/07/179.pdf
2014 Frequently Asked Questions About STOP Formula Grants,https://www.justice.gov/sites/default/files/ovw/legacy/2014/02/06/consolidated-stop-faqs-bla.pdf
1330.18 Administrative Remedy Program,https://www.bop.gov/policy/progstat/1330_018.pdf
What's Delaying Your Conference Request and Other Frequently Asked Questions,https://www.justice.gov/ovw/file/771976/download
ADA Requirements: Other Power-Driven Mobility Devices (OPDMDs) ,https://www.ada.gov/opdmd.htm
ADA Requirements: Effective Communication,https://www.ada.gov/effective-comm.htm
Explosives Industry Newsletter- January 2014,https://www.atf.gov/file/4766/download
"December 30, 2013 IER Technical Assistance Letter on document requests during internal Form I-9 audit",https://www.justice.gov/sites/default/files/crt/legacy/2014/02/07/178.pdf
FY 2014 Solicitation Companion Guide: OVW Grant Programs & Post-Award Information,https://www.justice.gov/sites/default/files/ovw/legacy/2013/12/16/companion-guide-fy2014.pdf
A Guide to Understanding the Requirements of Purpose Area #5 (OVW Tribal Governments Program) in the Fiscal Year 2014 Coordinated Tribal Assistance Solicitation,https://www.justice.gov/sites/default/files/ovw/legacy/2013/12/05/ctas-purpose-area5-guidebook-2013.pdf
"November 20, 2013 IER Technical Assistance Letter on hiring requirements",https://www.justice.gov/sites/default/files/crt/legacy/2014/02/07/177.pdf
SORNA Implementation Policy and Procedures Guide,https://www.smart.gov/pdfs/SORNAImplementationPolicyandProceduresGuide.pdf
2013 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2013AwardDocs/CTAS/2013-CTAS-GOM.pdf
2013 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2013AwardDocs/CPD/2013-CPD-AOM.pdf
"September 30, 2013 IER Technical Assistance Letter on use of E-Verify and SSNVS ",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/176.pdf
"September 30, 2013 IER Technical Assistance Letter regarding pre-employment questions for job applicant on H-1B visa",https://www.justice.gov/sites/default/files/crt/legacy/2013/10/23/174.pdf
"September 30, 2013 IER Technical Assistance Letter on sponsoring individuals for visas",https://www.justice.gov/sites/default/files/crt/legacy/2013/10/23/173.pdf
"September 30, 2013 IER Technical Assistance Letter on sharing Forms I-9",https://www.justice.gov/sites/default/files/crt/legacy/2013/10/23/175.pdf
"September 25, 2013 IER Technical Assistance Letter on verifying employment authorization of asylees and refugees",https://www.justice.gov/sites/default/files/crt/legacy/2013/09/27/172.pdf
Brochure- Project Gun Runner: The Southwest Border Initiative (ATF P 3317.6),https://www.atf.gov/file/58661/download
"September 6, 2013 IER Technical Assistance Letter on requesting immigration status information",https://www.justice.gov/sites/default/files/crt/legacy/2013/09/11/171.pdf
Open Letter-Registering as a Foreign Manufacturer Pursuant to 15 USC Section 376,https://www.atf.gov/file/4246/download
Federal Firearms Licensees Newsletter - September 2013 - Volume 1,https://www.atf.gov/file/4061/download
Federal Firearms Licensees Newsletter - September 2013 - Volume 2,https://www.atf.gov/file/4256/download
"August 20, 2013 IER Technical Assistance Letter on Form I-9 prepopulation",https://www.justice.gov/sites/default/files/crt/legacy/2013/08/23/169.pdf
"August 13, 2013 IER Technical Assistance Letter on requesting documents from contractors",https://www.justice.gov/sites/default/files/crt/legacy/2013/08/14/168.pdf
"August 6, 2013 IER Technical Assistance Letter on job qualifications",https://www.justice.gov/sites/default/files/crt/legacy/2013/08/09/167.pdf
Personal Firearms Record (ATF P 3312.8),https://www.atf.gov/file/4831/download
2013 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2013AwardDocs/CHP/2013-CHP-GOM.pdf
"Recommendations for Administrators of Prisons, Jails, and Community Confinement Facilities for Adapting the U.S. Department of Justice's National Protocol for Sexual Assault Medical Forensic Examinations, Adults/Adolescents",https://www.justice.gov/sites/default/files/ovw/legacy/2013/08/12/confinement-safe-protocol.pdf
"5510.15 Searching, Detaining, or Arresting Visitors to Bureau Grounds and Facilities",https://www.bop.gov/policy/progstat/5510_015.pdf
ATF Ruling 2013-1- Electronic Form 6 and 6A,https://www.atf.gov/file/5021/download
ATF Ruling 2013-2- NFA Electronic Forms,https://www.atf.gov/file/4871/download
ATF Ruling 2013-3- Adopting Identification of Firearms (Superseds ATF Ruling 1975-28),https://www.atf.gov/file/4881/download
Kansas-July2013-Open Letter-Passage of the Kansas Second Amendment Protection Act,https://www.atf.gov/file/5361/download
ADA Title II Requirements to Provide Curb Ramps (PDF),https://www.ada.gov/doj-fhwa-ta.pdf
ADA Title II Requirements to Provide Curb Ramps (HTML),https://www.ada.gov/doj-fhwa-ta.htm
Glossary of Terms for Requirements to Provide Curb Ramps (PDF),https://www.ada.gov/doj-fhwa-ta-glossary.pdf
Glossary of Terms for Requirements to Provide Curb Ramps (HTML),https://www.ada.gov/doj-fhwa-ta-glossary.htm
Guidance to Health-Related Schools Regarding Hepatitis B Discrimination,https://www.ada.gov/hepatitis-b-letter.htm
Brochure- Fireworks Reminder (ATF P 5400.24),https://www.atf.gov/file/1581/download
Brochure- Publication on Fireworks Reminders (ATF P 5400.24),https://www.atf.gov/file/4851/download
OCR Guidance re Arrest/Conviction Records in Employment Decisions,https://ojp.gov/about/ocr/pdfs/UseofConviction_Advisory.pdf
"Educational Video ""New Hires Have a Choice""",https://www.youtube.com/watch?v=VNHFDusJqRg
Explosive Industry Newsletter- June 2013,https://www.atf.gov/file/4826/download
"May 30, 2013 IER Technical Assistance Letter on sharing Form I-9s",https://www.justice.gov/sites/default/files/crt/legacy/2013/06/05/166.pdf
Process for Obtaining a Waiver of the Employment Prohibition for Individuals with Certain Criminal Convictions,https://www.justice.gov/sites/default/files/ust/legacy/2013/06/17/Waiver_Procedure_Reentry_Policy.pdf
All FFLs-May2013-Open Letter-Prohibited Transfers of Firearms to Foreign Purchaser,https://www.atf.gov/file/3981/download
Joint Statement of HUD and DOJ on the Accessibility Requirements of the Fair Housing Act,https://www.justice.gov/sites/default/files/crt/legacy/2013/05/03/jointstatement_accessibility_4-30-13.pdf
2013 OVW Financial Grants Management Guide,https://www.justice.gov/sites/default/files/ovw/legacy/2013/04/25/ovw-fgmg.pdf
California-Apr2013-Open Letter-Completing ATF Forms 4473 While Complying with CA DOJ Dealer Record of Sale (DROS) Transaction Procedures,https://www.atf.gov/file/3561/download
"April 9, 2013 IER Technical Assistance Letter on hiring preferences",https://www.justice.gov/sites/default/files/crt/legacy/2013/04/12/165.pdf
"April 4, 2013 IER Technical Assistance Letter on background checks",https://www.justice.gov/sites/default/files/crt/legacy/2013/04/12/164.pdf
"A National Protocol for Sexual Assault Medical Forensic Examinations, Adults/Adolescents (SAFE Protocol), Second Edition",https://www.ncjrs.gov/pdffiles1/ovw/241903.pdf
"National Protocol for Sexual Assault Medical Forensic Examinations, 2nd Edition Major Updates",https://www.justice.gov/sites/default/files/ovw/legacy/2013/04/24/safe_fact_sheet_long_final.pdf
"National Protocol for Sexual Assault Medical Forensic Examinations, 2nd Edition, Summary of Major Updates",https://www.justice.gov/sites/default/files/ovw/legacy/2013/04/24/safe_fact_sheet_short_final.pdf
Federal Firearms Licensees Newsletter - March 2013 - Volume 1,https://www.atf.gov/file/5041/download
Federal Firearms Licensees Newsletter - March 2013 - Volume 2,https://www.atf.gov/file/5046/download
"February 25, 2013 IER Technical Assistance Letter on hiring and ITAR/EAR",https://www.justice.gov/sites/default/files/crt/legacy/2013/02/28/163.pdf
5324.10 Sex Offender Programs,https://www.bop.gov/policy/progstat/5324_010.pdf
Educational Video Employers should not reverify permanent resident cards (Spanish - English subtitles and English description),https://www.youtube.com/watch?v=XWRSMNFxxKY
Educational Video Employers should not reverify permanent resident cards (Spanish - Spanish subtitles and English description),https://www.youtube.com/watch?v=HLps_3sWJxk
All FFLs-Open Letter-Facilitating Transfers Between Private Parties (Updated March 2013),https://www.atf.gov/file/3691/download
All FFLs-Jan2013-Open Letter-Facilitating Transfers of Firearms Between Private Individuals,https://www.atf.gov/file/56331/download
2013 Frequently Asked Questions About STOP Formula Grants,https://www.justice.gov/sites/default/files/ovw/legacy/2013/01/14/stop-formula-faq.pdf
Best Practices: Transfers of Firearms by Private Sellers (ATF P 5300.21),https://www.atf.gov/file/58681/download
All FFLs-Dec2012-Open Letter-For Importers the Availability of ATF Form 4587 (ATF F 5330.4) on Pay.gov,https://www.atf.gov/file/59436/download
"Frequently Asked Questions About Name/Social Security Number ""No-Matches""",https://www.justice.gov/crt/case-document/file/1138466/download
Explosives Industry Newsletter- December 2012,https://www.atf.gov/file/56601/download
Federal Firearms Licensees Newsletter - November 2012,https://www.atf.gov/file/56466/download
"November 1, 2012 IER Technical Assistance Letter on document requests",https://www.justice.gov/sites/default/files/crt/legacy/2012/11/07/162.pdf
2012 CPD Award Owner's Manual,https://cops.usdoj.gov/programdocuments
Visual Characteristics of Fire Melting on Copper Conductors,https://www.atf.gov/file/56616/download
All FELs-Sep2012-Open Letter-Building Positive Working Relationships with Industry Members,https://www.atf.gov/file/88576/download
Al FELs-Open Letter-Table of Distances Requirements,https://www.atf.gov/file/4386/download
All FELs-Sept2012-Open Letter-Table of Distance Requirements,https://www.atf.gov/file/59616/download
"September 10, 2012 IER Technical Assistance Letter on hiring and DACA",https://www.justice.gov/sites/default/files/crt/legacy/2012/09/27/161.PDF
Brochure- Explanation of the Hearing Process,https://www.atf.gov/file/101806/download
2012 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2012AwardDocs/CTAS/2012-TRGP-CTAS-AOM_091321-2.pdf
"August 21, 2012 IER Technical Assistance Letter on requesting job seekers' visa information",https://www.justice.gov/sites/default/files/crt/legacy/2012/08/23/159.pdf
All FFLs-Open Letter-ATF Releases Revised Form 4473,https://www.atf.gov/file/59726/download
ATF Ruling 2012-5- Type 4 Magazine Construction,https://www.atf.gov/file/55536/download
ATF Ruling 2012-3- AFMER Electronic Form,https://www.atf.gov/file/4761/download
OVW Training Guiding Principles for Grantees and Subgrantees,https://www.justice.gov/sites/default/files/ovw/legacy/2012/06/28/ovw-training-guiding-principles-grantees-subgrantees.pdf
Alaska-Jun2012-Open Letter-Identification Showing Residence is Neither a Street Address or Rural Route and Box Number,https://www.atf.gov/file/59761/download
2012 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2012AwardDocs/CHP/2012-CHP-GOM.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (English)",https://www.justice.gov/crt/case-document/file/1138461/download
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Spanish)",https://www.justice.gov/sites/default/files/crt/legacy/2012/06/27/SSN_NoMatch_SPAN.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Arabic)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Arabic.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Eastern Punjabi)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_EasternPunjabi.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Haitian Creole)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_HaitianCreole.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Hindi)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Hindi.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Korean)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Korean.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Russian)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Russian.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Simplified Chinese)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_SimplifiedChinese.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Tagalog)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Tagalog.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Traditional Chinese)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_TraditionalChinese.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Urdu)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Urdu.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Vietnamese)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_Vietnamese.pdf
"Name and Social Security Number (SSN) ""No-Match"" Information for Employees (Western Punjabi)",https://www.justice.gov/sites/default/files/crt/legacy/2014/12/04/SSNNM_WesternPunjabi.pdf
Educational Video Reverification,https://www.youtube.com/watch?v=rbtVn9VX0zE
Educational Video How to sign up for IER's webinars,https://www.youtube.com/watch?v=vCR-ndCv2Pk
Explosives Industry Newsletter- June 2012,https://www.atf.gov/file/56596/download
ATF Ruling 2012-2- Storage of Display Fireworks in Picking Bins,https://www.atf.gov/file/55531/download
ATF Ruling 2012-2- Storage Containers for Explosive Materials  ,https://www.atf.gov/file/4861/download
"May 18, 2012 IER Technical Assistance Letter on acceptability of documentation",https://www.justice.gov/sites/default/files/crt/legacy/2012/05/24/156%282%29.pdf
"May 2, 2012 IER Technical Assistance Letter on client's discriminatory requests to staffing company",https://www.justice.gov/sites/default/files/crt/legacy/2012/05/15/157.pdf
Federal Firearms Licensees Newsletter - May 2012,https://www.atf.gov/file/56486/download
Accessibility Requirements for Existing Swimming Pools at Hotels ,https://www.ada.gov/qa_existingpools_titleIII.htm
National-Apr2012-Open Letter-Unmarked Plastic Explosives,https://www.atf.gov/file/59901/download
Brochure- Compliance Guidelines for Federal Explosives Licensees and Permittees (ATF P 5400.23),https://www.atf.gov/file/61601/download
Office for Civil Rights: Online Training Videos,https://www.ojp.gov/about/ocr/assistance.htm
"February 6, 2012 IER Technical Assistance Letter on job postings",https://www.justice.gov/sites/default/files/crt/legacy/2012/02/09/154.pdf
ATF Ruling 2012-1- Time Period for Marking Firearms Manufactured,https://www.atf.gov/file/55516/download
Brochure- Recordkeeping Requirements for Dealers of Explosive Materials (ATF P 5400.22),https://www.atf.gov/file/58736/download
FAQ re 12-Step Recovery Programs for Recipients of Justice Department Financial Assistance ,https://ojp.gov/about/ocr/pdfs/TwelveStepRecoveryPrograms_FAQs.pdf
Procedure for Delegation of Tribal Sex Offender Registration and Notification Responsibilities,https://www.smart.gov/pdfs/delegation_procedure.pdf
ADA Requirements: Accessible Pools - Means of Entry and Exit,https://www.ada.gov/pools_2010.htm
"December 28, 2011 IER Technical Assistance Letter on verifying employment eligibility",https://www.justice.gov/sites/default/files/crt/legacy/2012/01/09/152.pdf
All FFLs-Dec2011-Open Letter-State of Residence,https://www.atf.gov/file/60121/download
"December 22, 2011 IER Technical Assistance Letter on verifying employment eligibility and requesting proof of citizenship",https://www.justice.gov/sites/default/files/crt/legacy/2011/12/30/151.pdf
All FFLs-Dec2011-Open Letter-Future Amendment of Nonimmigrant Alien Provisions,https://www.atf.gov/file/60091/download
Brochure- Recordkeeping Requirements for Explosive Material Importers (ATF P 5400.21),https://www.atf.gov/file/58731/download
"December 1, 2011 IER Technical Assistance Letter on document requests",https://www.justice.gov/sites/default/files/crt/legacy/2011/12/06/150.pdf
Explosives Industry Newsletter- December 2011,https://www.atf.gov/file/56591/download
All FFLs-Nov2011-Open Letter-Recent Changes to Florida State Law,https://www.atf.gov/file/60156/download
