publication_title,publication_date,source_pdf,source_url
"Viral hemorrhagic fevers, Machupo virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232131/cdc_232131_DS1.pdf,https://stacks.cdc.gov/view/cdc/232131
"Viral hemorrhagic fevers, Rift Valley fever virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232135/cdc_232135_DS1.pdf,https://stacks.cdc.gov/view/cdc/232135
"Viral hemorrhagic fevers, Lujo virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232136/cdc_232136_DS1.pdf,https://stacks.cdc.gov/view/cdc/232136
"Viral hemorrhagic fevers, Marburg virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232129/cdc_232129_DS1.pdf,https://stacks.cdc.gov/view/cdc/232129
"Viral hemorrhagic fevers, Chapare virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232138/cdc_232138_DS1.pdf,https://stacks.cdc.gov/view/cdc/232138
"Viral hemorrhagic fevers, Sabia virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232133/cdc_232133_DS1.pdf,https://stacks.cdc.gov/view/cdc/232133
"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232158/cdc_232158_DS1.pdf,https://stacks.cdc.gov/view/cdc/232158
"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232134/cdc_232134_DS1.pdf,https://stacks.cdc.gov/view/cdc/232134
"Viral hemorrhagic fevers, Lassa virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232130/cdc_232130_DS1.pdf,https://stacks.cdc.gov/view/cdc/232130
"Tularemia: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232078/cdc_232078_DS1.pdf,https://stacks.cdc.gov/view/cdc/232078
"Tetanus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232076/cdc_232076_DS1.pdf,https://stacks.cdc.gov/view/cdc/232076
"Tuberculosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232077/cdc_232077_DS1.pdf,https://stacks.cdc.gov/view/cdc/232077
"Syphilis, Primary and secondary: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232086/cdc_232086_DS1.pdf,https://stacks.cdc.gov/view/cdc/232086
"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232159/cdc_232159_DS1.pdf,https://stacks.cdc.gov/view/cdc/232159
"Vancomycin-intermediate Staphylococcus aureus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232139/cdc_232139_DS1.pdf,https://stacks.cdc.gov/view/cdc/232139
"Toxic shock syndrome (other than Streptococcal): (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232100/cdc_232100_DS1.pdf,https://stacks.cdc.gov/view/cdc/232100
"Trichinellosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232082/cdc_232082_DS1.pdf,https://stacks.cdc.gov/view/cdc/232082
"Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection): (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232172/cdc_232172_DS1.pdf,https://stacks.cdc.gov/view/cdc/232172
"Severe acute respiratory syndrome-associated coronavirus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232104/cdc_232104_DS1.pdf,https://stacks.cdc.gov/view/cdc/232104
"Salmonella Paratyphi infection: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232173/cdc_232173_DS1.pdf,https://stacks.cdc.gov/view/cdc/232173
"Zika virus disease, non-congenital: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232151/cdc_232151_DS1.pdf,https://stacks.cdc.gov/view/cdc/232151
"Yellow fever: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232112/cdc_232112_DS1.pdf,https://stacks.cdc.gov/view/cdc/232112
"Syphilis, Congenital: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232087/cdc_232087_DS1.pdf,https://stacks.cdc.gov/view/cdc/232087
"Streptococcal toxic shock syndrome: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232141/cdc_232141_DS1.pdf,https://stacks.cdc.gov/view/cdc/232141
"Smallpox: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232144/cdc_232144_DS1.pdf,https://stacks.cdc.gov/view/cdc/232144
"Shiga toxin-producing Escherichia coli (STEC): (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232121/cdc_232121_DS1.pdf,https://stacks.cdc.gov/view/cdc/232121
"Shigellosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232114/cdc_232114_DS1.pdf,https://stacks.cdc.gov/view/cdc/232114
"Salmonella Typhi infection: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232174/cdc_232174_DS1.pdf,https://stacks.cdc.gov/view/cdc/232174
"Q fever, Total: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232081/cdc_232081_DS1.pdf,https://stacks.cdc.gov/view/cdc/232081
"Rubella, congenital syndrome: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232088/cdc_232088_DS1.pdf,https://stacks.cdc.gov/view/cdc/232088
"Rubella: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232075/cdc_232075_DS1.pdf,https://stacks.cdc.gov/view/cdc/232075
"Q fever, Chronic: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232080/cdc_232080_DS1.pdf,https://stacks.cdc.gov/view/cdc/232080
"Q fever, Acute: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232079/cdc_232079_DS1.pdf,https://stacks.cdc.gov/view/cdc/232079
"Rabies, Human: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232095/cdc_232095_DS1.pdf,https://stacks.cdc.gov/view/cdc/232095
"Psittacosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232094/cdc_232094_DS1.pdf,https://stacks.cdc.gov/view/cdc/232094
"Mumps: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232073/cdc_232073_DS1.pdf,https://stacks.cdc.gov/view/cdc/232073
"Meningococcal disease, Unknown serogroup: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232072/cdc_232072_DS1.pdf,https://stacks.cdc.gov/view/cdc/232072
"Meningococcal disease, All serogroups: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232068/cdc_232068_DS1.pdf,https://stacks.cdc.gov/view/cdc/232068
"Measles, Indigenous: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232098/cdc_232098_DS1.pdf,https://stacks.cdc.gov/view/cdc/232098
"Meningococcal disease, Serogroup B: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232070/cdc_232070_DS1.pdf,https://stacks.cdc.gov/view/cdc/232070
"Meningococcal disease, Serogroups ACWY: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232069/cdc_232069_DS1.pdf,https://stacks.cdc.gov/view/cdc/232069
"Melioidosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232125/cdc_232125_DS1.pdf,https://stacks.cdc.gov/view/cdc/232125
"Meningococcal disease, Other serogroups: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232071/cdc_232071_DS1.pdf,https://stacks.cdc.gov/view/cdc/232071
"Measles, Imported: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232099/cdc_232099_DS1.pdf,https://stacks.cdc.gov/view/cdc/232099
"Mpox: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232145/cdc_232145_DS1.pdf,https://stacks.cdc.gov/view/cdc/232145
"Listeriosis, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232111/cdc_232111_DS1.pdf,https://stacks.cdc.gov/view/cdc/232111
"Malaria: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232067/cdc_232067_DS1.pdf,https://stacks.cdc.gov/view/cdc/232067
"Leprosy (Hansen's disease): (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232089/cdc_232089_DS1.pdf,https://stacks.cdc.gov/view/cdc/232089
"Invasive pneumococcal disease, age <5 years, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232156/cdc_232156_DS1.pdf,https://stacks.cdc.gov/view/cdc/232156
"Invasive pneumococcal disease, all ages, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232155/cdc_232155_DS1.pdf,https://stacks.cdc.gov/view/cdc/232155
"Listeriosis, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232110/cdc_232110_DS1.pdf,https://stacks.cdc.gov/view/cdc/232110
"Influenza-associated pediatric mortality: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232116/cdc_232116_DS1.pdf,https://stacks.cdc.gov/view/cdc/232116
"Hepatitis C, acute, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232153/cdc_232153_DS1.pdf,https://stacks.cdc.gov/view/cdc/232153
"Hepatitis C, chronic, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232160/cdc_232160_DS1.pdf,https://stacks.cdc.gov/view/cdc/232160
"Hepatitis B, acute, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232176/cdc_232176_DS1.pdf,https://stacks.cdc.gov/view/cdc/232176
"Hantavirus pulmonary syndrome: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232126/cdc_232126_DS1.pdf,https://stacks.cdc.gov/view/cdc/232126
"Hepatitis C, acute, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232152/cdc_232152_DS1.pdf,https://stacks.cdc.gov/view/cdc/232152
"Hemolytic uremic syndrome post-diarrheal: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232120/cdc_232120_DS1.pdf,https://stacks.cdc.gov/view/cdc/232120
"Hepatitis C, perinatal, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232162/cdc_232162_DS1.pdf,https://stacks.cdc.gov/view/cdc/232162
"Hepatitis B, chronic, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232179/cdc_232179_DS1.pdf,https://stacks.cdc.gov/view/cdc/232179
"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232109/cdc_232109_DS1.pdf,https://stacks.cdc.gov/view/cdc/232109
"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232108/cdc_232108_DS1.pdf,https://stacks.cdc.gov/view/cdc/232108
"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232107/cdc_232107_DS1.pdf,https://stacks.cdc.gov/view/cdc/232107
"Hepatitis C, chronic, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232161/cdc_232161_DS1.pdf,https://stacks.cdc.gov/view/cdc/232161
"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232106/cdc_232106_DS1.pdf,https://stacks.cdc.gov/view/cdc/232106
"Dengue virus infections, Severe dengue: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232143/cdc_232143_DS1.pdf,https://stacks.cdc.gov/view/cdc/232143
"Giardiasis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232122/cdc_232122_DS1.pdf,https://stacks.cdc.gov/view/cdc/232122
"Gonorrhea: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232085/cdc_232085_DS1.pdf,https://stacks.cdc.gov/view/cdc/232085
"Cholera: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232096/cdc_232096_DS1.pdf,https://stacks.cdc.gov/view/cdc/232096
"Dengue virus infections, Dengue: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232113/cdc_232113_DS1.pdf,https://stacks.cdc.gov/view/cdc/232113
"Haemophilus influenzae, invasive disease, All ages, all serotypes: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232105/cdc_232105_DS1.pdf,https://stacks.cdc.gov/view/cdc/232105
"Chlamydia trachomatis infection: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232084/cdc_232084_DS1.pdf,https://stacks.cdc.gov/view/cdc/232084
"Cryptosporidiosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232124/cdc_232124_DS1.pdf,https://stacks.cdc.gov/view/cdc/232124
"Cronobacter invasive infection, infants, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232150/cdc_232150_DS1.pdf,https://stacks.cdc.gov/view/cdc/232150
"Coccidioidomycosis, Probable: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232148/cdc_232148_DS1.pdf,https://stacks.cdc.gov/view/cdc/232148
"Chancroid: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232083/cdc_232083_DS1.pdf,https://stacks.cdc.gov/view/cdc/232083
"Dengue virus infections, Dengue-like illness: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232142/cdc_232142_DS1.pdf,https://stacks.cdc.gov/view/cdc/232142
"Cronobacter invasive infection, infants, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232149/cdc_232149_DS1.pdf,https://stacks.cdc.gov/view/cdc/232149
"Carbapenemase-Producing Organisms (CPO), Total: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232175/cdc_232175_DS1.pdf,https://stacks.cdc.gov/view/cdc/232175
"Candida auris, clinical: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232170/cdc_232170_DS1.pdf,https://stacks.cdc.gov/view/cdc/232170
"Coccidioidomycosis, Total: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232146/cdc_232146_DS1.pdf,https://stacks.cdc.gov/view/cdc/232146
"Candida auris, screening: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232171/cdc_232171_DS1.pdf,https://stacks.cdc.gov/view/cdc/232171
"Cyclosporiasis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232123/cdc_232123_DS1.pdf,https://stacks.cdc.gov/view/cdc/232123
"Coccidioidomycosis, Confirmed: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232147/cdc_232147_DS1.pdf,https://stacks.cdc.gov/view/cdc/232147
"Botulism, Infant: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232102/cdc_232102_DS1.pdf,https://stacks.cdc.gov/view/cdc/232102
"Botulism, Other (wound & unspecified): (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232103/cdc_232103_DS1.pdf,https://stacks.cdc.gov/view/cdc/232103
"Brucellosis: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232062/cdc_232062_DS1.pdf,https://stacks.cdc.gov/view/cdc/232062
"Arboviral diseases, Western equine encephalitis virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232169/cdc_232169_DS1.pdf,https://stacks.cdc.gov/view/cdc/232169
"Botulism, Foodborne: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232101/cdc_232101_DS1.pdf,https://stacks.cdc.gov/view/cdc/232101
"Anthrax: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232061/cdc_232061_DS1.pdf,https://stacks.cdc.gov/view/cdc/232061
"Arboviral diseases, Eastern equine encephalitis virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232163/cdc_232163_DS1.pdf,https://stacks.cdc.gov/view/cdc/232163
"Arboviral diseases, St. Louis encephalitis virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232167/cdc_232167_DS1.pdf,https://stacks.cdc.gov/view/cdc/232167
"Arboviral diseases, Chikungunya virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232064/cdc_232064_DS1.pdf,https://stacks.cdc.gov/view/cdc/232064
"Arboviral diseases, Powassan virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232166/cdc_232166_DS1.pdf,https://stacks.cdc.gov/view/cdc/232166
"Arboviral diseases, La Crosse virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232165/cdc_232165_DS1.pdf,https://stacks.cdc.gov/view/cdc/232165
"Arboviral diseases, Jamestown Canyon virus disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232164/cdc_232164_DS1.pdf,https://stacks.cdc.gov/view/cdc/232164
"Viral hemorrhagic fevers, Guanarito virus: (Week 37) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 13, 2025",09/13/2025,https://stacks.cdc.gov/view/cdc/232435/cdc_232435_DS1.pdf,https://stacks.cdc.gov/view/cdc/232435
"Vancomycin-resistant Staphylococcus aureus: (Week 37) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 13, 2025",09/13/2025,https://stacks.cdc.gov/view/cdc/232438/cdc_232438_DS1.pdf,https://stacks.cdc.gov/view/cdc/232438
"Viral hemorrhagic fevers, Machupo virus: (Week 37) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 13, 2025",09/13/2025,https://stacks.cdc.gov/view/cdc/232429/cdc_232429_DS1.pdf,https://stacks.cdc.gov/view/cdc/232429
"Viral hemorrhagic fevers, Ebola virus: (Week 37) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 13, 2025",09/13/2025,https://stacks.cdc.gov/view/cdc/232426/cdc_232426_DS1.pdf,https://stacks.cdc.gov/view/cdc/232426
